YEAR,SPCD,COMMON_NAME,SCIENTIFIC_NAME,FSI,PERC_FSI,FSI_STATUS,FSI_INT,PERC_FSI_INT,PREV_RD,CURR_RD,TPA_RATE,BA_RATE,FSI_VAR,PERC_FSI_VAR,PREV_RD_VAR,CURR_RD_VAR,TPA_RATE_VAR,BA_RATE_VAR,nPlots,N
2018,11,Pacific silver fir,Abies amabilis,0.00172412484940859,0.671035062197578,Expand,3.94524967808435e-05,0.0156356692956197,0.256935135961785,0.274169761481953,0.00653089340984635,0.00153774937337234,7.55970986575738e-08,0.0118737826365376,4.13455196120317e-05,4.76166220390855e-05,5.97855389974821e-06,1.84461704168591e-06,1223,189
2018,15,white fir,Abies concolor,-0.00024295825767066,-0.132923132758471,Decline,6.18482892168618e-06,0.00336333638261205,0.182781019848614,0.181531675488801,-0.00780838316016913,0.00166387311581333,4.50444601397074e-08,0.0133206867185739,1.73100101895718e-05,1.70705385909528e-05,2.86784185959373e-06,1.53476968735752e-06,2325,4526
2018,17,grand fir,Abies grandis,0.0026189595879934,1.82454606094081,Expand,8.16810182859621e-06,0.00626778686540839,0.143540338282442,0.169680826182276,0.0205416703549369,0.0167258583849532,4.39507195243481e-08,0.0258792772154217,2.08484155997139e-05,2.39133517256026e-05,8.39834190193418e-06,3.19088088834217e-06,2412,2533
2018,18,corkbark fir,Abies lasiocarpa,0.00245625431642278,3.76224740247397,Expand,4.95064439655871e-05,0.0946418096905519,0.0652868898203663,0.0952399253966835,0.027863839430421,0.0377701584326198,1.08689976278922e-06,3.97220909696827,9.97557286938326e-05,8.09881543554545e-05,0.000469927367502394,0.000556661314034394,212,1706
2018,19,subalpine fir,Abies lasiocarpa,-0.00111237875668628,-0.717694733019101,Decline,3.85083172283761e-06,0.00242114785580983,0.154993300843504,0.143793563927981,-0.00358051937293089,-0.0091561781514726,3.08300124475536e-08,0.0121872927188038,1.10395606057862e-05,1.11667539304287e-05,1.97665171113399e-06,1.44521866899013e-06,3235,7989
2018,20,California red fir,Abies magnifica,-0.00259886780902683,-0.972202172045863,Decline,7.21870464345751e-05,0.0258379745981113,0.267317630401697,0.240876363233623,-0.0152194234208815,-0.0100680631950074,4.24012402891885e-07,0.0543221497789107,0.000308743524411363,0.000282799667759421,2.48417728432339e-05,9.08778615210957e-06,359,315
2018,21,Shasta red fir,Abies shastensis,0.00390439840324443,1.9555836901328,Expand,0.000174305817161749,0.105713375523294,0.199653864109456,0.238684456676848,0.0176650480193958,0.0156927592243876,2.01346757617306e-06,0.740594971391672,0.000693332791484861,0.000549304177045822,0.000274031491700698,0.000169512794350194,245,257
2018,22,noble fir,Abies procera,0.00290697126355018,2.83385540061519,Expand,5.36842087003446e-05,0.0638962638022442,0.102580084464406,0.131322265923974,0.0212698842272117,0.0173137473811751,1.86490009810358e-07,0.26418818342106,6.10016668740205e-05,6.46064555481097e-05,5.28955187269093e-05,3.33719384023669e-05,447,251
2018,41,Port-Orford-cedar,Chamaecyparis lawsoniana,0.0013471989307551,1.34844453399966,Expand,8.57124669310097e-05,0.0851631521341164,0.0999076266607076,0.113667052398472,0.0112269827447998,0.0138741838421591,4.62003047646757e-07,0.456100245190153,0.000544683819471131,0.000672009763689648,0.000389833053240801,4.08644090411525e-05,85,244
2018,42,Alaska yellow-cedar,Chamaecyparis nootkatensis,0.000950741922748118,0.702038967788976,Expand,4.84053095197982e-05,0.0366422752182908,0.13542580488693,0.144571302709143,0.0128633681961371,0.0082738806714418,1.7052569375643e-07,0.0977166763390903,0.000313672907287239,0.000339113169768918,6.15779274143865e-05,7.18639786602668e-05,132,282
2018,50,cypress,Cupressus spp.,0,,Stable,0,,0,0,-0.101010101010101,-0.101010101010101,0,,0,0,4.02089905856545e-18,3.41585568661242e-18,1,6
2018,51,Arizona cypress,Cupressus arizonica,-0.0035981039676598,-2.73337536135217,Decline,0.000213695793608137,0.181467862850582,0.131635925988586,0.0960186552081458,-0.0163569371023701,-0.0289942115012674,2.97875467642242e-06,2.14803938049425,0.00222777450824282,0.00215952179268264,0.000201436744828144,0.000258163600321566,15,253
2018,52,Baker or Modoc cypress,Cupressus bakeri,0.00592271221245171,Inf,Expand,0,,0,0.0615962070094977,Inf,Inf,0,,0,3.30141336534445e-18,,,1,10
2018,54,Monterey cypress,Cupressus macrocarpa,-0.0209886345854771,-10.4166666666667,Decline,6.17556383936876e-10,,0.20149089202058,0,-0.104166666666667,-0.104166666666667,3.46291325500593e-19,-4.26482070545083e-14,2.2162644832038e-17,0,0,1.82971880164133e-17,1,6
2018,55,Sargent's cypress,Cupressus sargentii,0.0114198878633805,16.390960371018,Expand,0.00159497865664723,3.37537793633778,0.069671865497111,0.17784240384158,0.232413531600986,0.0648254123384045,6.79261790119198e-05,304.20913277052,0.00195316931228955,0.00647264142178913,0.10752977242037,0.00411738757724237,7,105
2018,56,MacNab's cypress,Cupressus macnabiana,0.0136852380190336,Inf,Stable,,,0,0.147800570605563,Inf,Inf,-9.25729309065334e-20,,0,0,,,1,39
2018,58,Pinchot juniper,Juniperus pinchotii,0.00285761790617731,3.47874972625357,Expand,0.000332319150225238,0.00459547487210165,0.082144969631225,0.108929708016952,-0.0553770582877264,-0.157159748031552,2.94875147318488e-06,0.000563881991669997,0.00239929809520922,0.00424438785400076,0.00463789619648297,0.00369621900968946,4,105
2018,59,redberry juniper,Juniperus coahuilensis,0.00350448294444618,7.45091152675595,Expand,3.88859004898621e-05,0.108410179726343,0.0470342847564584,0.0790771846591645,0.061130898280126,0.0764843963456286,4.80849900478848e-07,3.7373634873754,2.75927798702098e-05,4.19485566867783e-05,0.000478124213305259,0.000388449586496935,149,1224
2018,62,California juniper,Juniperus californica,-0.000424733675189932,-0.443695556620698,Decline,0.000115507455522615,0.117874334591369,0.0957263756312583,0.0921022567675354,-0.0416332985276334,-0.0219586653033748,1.26130277330772e-05,13.1352343281487,0.00228768597457776,0.00215177951950043,0.00510372116319219,0.00189384320699632,106,3634
2018,63,alligator juniper,Juniperus deppeana,0.000209421642104691,0.20570628130656,Expand,8.24862430311612e-06,0.00836637386897951,0.101806148443563,0.103523461632634,0.00627408567537299,3.9692699523518e-05,5.16583586737224e-08,0.0531437372950479,3.29730577347625e-05,2.87756071259957e-05,1.29860044519783e-05,7.0259798989122e-06,718,2919
2018,64,western juniper,Juniperus occidentalis,0.00106180314110049,1.14134491282848,Expand,1.02372307455948e-05,0.0115533876255267,0.0930308734166197,0.103994205448011,0.0103180786326651,0.000504615353777775,5.2969250157863e-08,0.0674648453887606,6.27787842522991e-05,7.06444343703147e-05,3.48166916373837e-05,1.40326986275762e-05,1118,1944
2018,65,Utah juniper,Juniperus osteosperma,0.000282440526708322,0.124438470067859,Expand,2.54683546037693e-06,0.00112941961533891,0.22697203409388,0.229505678824681,-0.00290257354913835,0.000450501900914587,1.38248715851199e-08,0.0027187544311519,1.14529781787448e-05,1.13454527480147e-05,9.0315454482481e-07,5.67331755592309e-07,3911,8190
2018,66,Rocky Mountain juniper,Juniperus scopulorum,0.000501348637918589,0.652824321800301,Expand,4.0523306013053e-06,0.0054801742254994,0.0767968688017037,0.0799028558001866,0.00261025930322247,0.00716220984665622,3.92192883617637e-08,0.0717263452420292,9.91632875796086e-06,9.15034164870695e-06,2.99923093454059e-05,1.08194201648571e-05,1326,9177
2018,69,oneseed juniper,Juniperus monosperma,0.00153621955547682,0.950651261839757,Expand,8.60578909191215e-06,0.00553957856887805,0.161596540933827,0.17141744315864,0.00831467387764119,0.00861379981689267,7.85346590936012e-08,0.0325411891364748,2.69496808896969e-05,2.73559158253603e-05,1.63211706522148e-05,7.80133399628856e-06,1288,4076
2018,72,subalpine larch,Larix lyallii,0.00106635686227013,1.18686778786798,Expand,8.04742933904264e-05,0.0954896086279856,0.089846305811844,0.100686215663192,0.00479870044641734,0.00963796378892756,6.9217015448734e-07,0.974564868666817,0.000451894475794611,0.000503781552016762,0.000148271260879649,0.000147104042273451,41,413
2018,73,western larch,Larix occidentalis,0.000686317326019859,0.881516710100168,Expand,4.97026190677736e-06,0.00662594364495948,0.0778564170317171,0.0847825273488741,0.015413717959226,0.00634218268901724,1.48266266459845e-08,0.0263499186295658,7.25591730287102e-06,8.0688541159782e-06,3.83717629082094e-05,1.56551892906119e-06,1629,2308
2018,81,incense-cedar,Calocedrus decurrens,0.000519727988577387,0.471824690601869,Expand,1.90430613823859e-05,0.0173563047277846,0.110152774733855,0.115304420362018,0.000509794891896364,0.00164484328985013,2.9413174998626e-08,0.0244333437622388,2.03045605968134e-05,2.37079246785926e-05,1.05258502415084e-05,2.36086425530603e-06,1154,314
2018,92,Brewer spruce,Picea breweriana,0.000779014142994706,1.33159536522001,Expand,0.000147115198005161,0.139959155352056,0.0585023170958542,0.0662801720811877,-0.000583233800094412,-0.00360331648942712,4.87733574641949e-07,0.441438489507958,0.000924218036105949,0.00134480008335402,0.000324133570660366,8.04130160255785e-05,10,89
2018,93,Engelmann spruce,Picea engelmannii,-0.00195571510408598,-1.17995348910188,Decline,4.50708756582804e-06,0.00252204878966838,0.165745101154331,0.146761276776224,-0.00658464727924977,-0.0126033553328519,4.59509562763758e-08,0.0143883015067551,1.59740510701397e-05,1.31996903359316e-05,1.98358311436677e-06,2.88275264415088e-06,3102,8692
2018,96,blue spruce,Picea pungens,0.00266983086143959,3.13643386136856,Expand,3.97982451635382e-05,0.0552372427749308,0.085123136002448,0.112812826190122,0.0135945639128031,0.0423017701522766,8.10030029716663e-07,1.56040472901991,0.000169381204088796,0.0001977047875405,0.000130453732947413,0.00018277644775645,156,1967
2018,98,Sitka spruce,Picea sitchensis,0.00160016229917525,1.72086349721997,Expand,6.17434674701028e-05,0.0730207497757584,0.0929860097422191,0.108745146155402,0.0048700811529806,0.0290236686653525,4.3822033534426e-07,0.612918982264158,0.000245318247979605,0.000278333382150977,0.000149003482392942,0.000119512590671849,240,444
2018,101,whitebark pine,Pinus albicaulis,-0.00324047882743759,-3.04584903153094,Decline,1.24033957981656e-05,0.0094525514687669,0.106390001404923,0.073741192871902,-0.0132358275062749,-0.0346877645850194,1.43796896061175e-07,0.0835153697548976,4.26102353705196e-05,2.77537472308475e-05,1.51676697861752e-05,1.38873564134757e-05,679,3593
2018,102,Rocky Mountain bristlecone pine,Pinus aristata,0.000909140794007762,1.30155050086597,Expand,2.52791128797409e-05,0.042748079488107,0.0698505969152084,0.0782968906135692,0.025201946922533,0.0112732223460373,6.91319959939104e-08,0.197691799354618,0.000145918015517936,0.000149712336064107,8.19778255028266e-05,1.63667267842294e-05,94,418
2018,103,knobcone pine,Pinus attenuata,0.000391855199098155,0.877357450954542,Expand,0.000121678273487837,0.29047495738844,0.0446631186264876,0.0482330602800284,0.0190370364630477,-0.00225372151748423,1.18544893875987e-06,6.75575930237389,0.000103430872604013,4.55116351317846e-05,0.00350764962793496,0.000422499224932687,94,310
2018,104,foxtail pine,Pinus balfouriana,0.00103953047483745,0.331360016137201,Expand,0.000118962714003504,0.0347122143294188,0.313716327925042,0.324561001374418,0.00659778187399923,0.0012266922293151,2.82080469857096e-07,0.0240168435235817,0.00721672926217729,0.00766030301189435,1.32707971551198e-05,1.1702657885204e-06,14,79
2018,106,common or two-needle pinyon,Pinus edulis,-0.000193507784424797,-0.168865850919398,Decline,2.6311491880761e-06,0.00229253769918871,0.114592609086583,0.112767214218267,-0.00491121997826657,-0.00359180725990549,1.23602973692308e-08,0.00938363149545878,5.7828437316247e-06,5.937401714636e-06,2.70116634177191e-06,1.17276972852493e-06,3333,6861
2018,108,lodgepole pine,Pinus contorta,-0.00388323571846532,-1.7751114937961,Decline,6.07664941351042e-06,0.00256217298161008,0.218760102226648,0.179774335194882,0.00280694530928192,-0.0215313517381887,6.30437361235186e-08,0.0112080607241053,2.47570747789081e-05,2.12073780523895e-05,4.62697509632948e-06,3.23573984716252e-06,4284,6561
2018,109,Coulter pine,Pinus coulteri,-0.00443196983921648,-4.90643695251785,Decline,0.000372899071971724,0.249885328461475,0.0903297012089825,0.0469204713327976,-0.0539633149157946,-0.045258825152619,5.88487257143603e-06,2.64262764787353,0.000598262375883316,0.000133715565285248,0.00031551698444733,0.000239487575947009,19,165
2018,112,Apache pine,Pinus engelmannii,-0.00719533753695552,-9.04061227880264,Decline,0.0011636643883338,0.462301714151259,0.0795890512175409,0.00847789150978583,-0.0905705172046352,-0.0919738955951414,1.14754999185088e-05,1.81120302197898,0.000860025624077229,7.98410641877846e-05,0.000143572994903739,0.000154879294918567,4,35
2018,113,limber pine,Pinus flexilis,-0.000705838213865263,-0.973897870145032,Decline,7.51372887975827e-06,0.00985376597221516,0.0724755886117865,0.064842028252337,-0.0081758800658565,-0.00737359205222388,6.87294930743437e-08,0.11820520140904,2.18582833659608e-05,1.89999737721536e-05,2.98370288742783e-05,2.09280146865107e-05,488,4679
2018,114,southwestern white pine ,Pinus strobiformis,-0.00094645452594251,-2.04556903383381,Decline,1.9124426289569e-05,0.041899839843065,0.0462685204110987,0.0386150912700389,-0.0284405324805572,-0.0197592637211175,1.34967066292008e-07,0.647851848749838,2.58228016706706e-05,3.12774000740116e-05,8.2241508226433e-05,7.73697919413529e-05,104,1420
2018,116,Jeffrey pine,Pinus jeffreyi,0.000350243762442873,0.264469521792591,Expand,4.89144423854391e-05,0.0370975538968003,0.132432561630882,0.135942007461087,0.00068374921152726,-0.00203736639406935,1.52954872633787e-07,0.0879791276805522,6.16346130688763e-05,7.35680496159768e-05,3.35902101459613e-05,8.74364161964124e-06,603,248
2018,117,sugar pine,Pinus lambertiana,-0.000198933455495709,-0.32841529224422,Decline,1.51407722245793e-05,0.0245517141443242,0.0605737492113417,0.0585761757118771,-0.00439460653150382,-0.00599598980923712,1.29243443162203e-08,0.0339841260053194,4.63014381467183e-06,4.38345511899052e-06,1.66668186626039e-05,5.13337473451905e-06,920,219
2018,118,Chihuahuan pine,Pinus leiophylla,-0.0016182680359782,-3.54665720025808,Decline,0.000111862856559592,0.244093200169566,0.045627979942929,0.0290722944150279,-0.0343734902619354,-0.0325051218854449,9.82364919296647e-07,4.67748492908393,0.000182242369276391,0.000201770069467377,0.00138964055064363,0.000326938396781785,13,304
2018,119,western white pine,Pinus monticola,-0.000292091148440216,-0.64830846222753,Decline,5.80633475438348e-06,0.0124929978610053,0.0450543476536796,0.0420860617957921,-0.00480190369728599,-0.00739822195819082,1.70485169380512e-08,0.0789252189167859,7.43023013152919e-06,7.08138275413932e-06,3.83442258096029e-05,2.17606226314404e-05,848,1945
2018,120,bishop pine,Pinus muricata,0.00145280920976885,1.93841232727905,Expand,0.000238253140025448,0.143208573758231,0.0749484095475266,0.0896840040042148,-0.0299938146814872,0.0100050430203763,8.65401765775914e-07,0.312664482568308,0.00405011829906315,0.00530628072930657,0.000213713823688603,0.000553808926036887,5,61
2018,122,ponderosa pine,Pinus ponderosa,0.000545124362067208,0.381952918315939,Expand,2.2973653302408e-06,0.00162219863161098,0.142720302929142,0.148965039250046,-0.00106332634201775,0.0055111456947665,1.45451965358397e-08,0.00725216254784885,5.04412513538473e-06,5.81175729727676e-06,4.22731017190908e-06,8.35088029608274e-07,6531,10589
2018,124,Monterey pine,Pinus radiata,0.00167124217062407,4.69959407861757,Expand,0.000244361615838552,0.849191372236073,0.035561415361977,0.0516742882435513,0.0479746194707954,0.106213216818729,7.85959142532732e-07,9.49172484264175,0.000274966696603227,0.00039122762073232,0.00118713287311912,0.00543479605582806,5,53
2018,127,gray or California foothill pine,Pinus sabiniana,0.00053173817850425,1.24301790803578,Expand,4.68621471090682e-05,0.104622754235061,0.0427779982144025,0.0479080741351584,-0.00754846431144541,0.0105130233383819,3.87925137808076e-07,1.93355199281886,0.000312121967895033,0.000411393419827931,0.00188852301835077,0.000346458977378656,221,681
2018,130,Scotch pine,Pinus sylvestris,0.000829010027393215,Inf,Stable,,,0,0.00837300127667147,Inf,Inf,-2.68518104479451e-22,,0,0,,,1,21
2018,133,singleleaf pinyon,Pinus monophylla,-0.000536345399195935,-0.290342457391816,Decline,9.68758021071454e-06,0.00521204185390302,0.184728545736644,0.179291358685767,-0.00787671257501943,-0.003079082164159,8.00732781000205e-08,0.0231778300802188,2.98656147817726e-05,3.21646413712567e-05,3.62083977033422e-06,3.69477764902846e-06,1269,3280
2018,134,border pinyon,Pinus discolor,-0.00191635607819192,-2.42801117022488,Decline,0.000150558412293757,0.165802484977944,0.0789269877211656,0.0599355414102265,-0.0141404439151193,-0.0294279523726736,1.53761648631982e-06,1.86474754848359,0.000157229027758634,0.000120207533816156,0.000298140525261281,0.000152559987716212,47,263
2018,135,Arizona pine,Pinus arizonica,-0.00276864224612756,-3.55470561983365,Stable,0.00395151136069628,3.96540877808981,0.0778866815490934,0.0474523978153784,-0.0706691004713601,-0.0226684335144359,9.97798466055457e-05,100.482929816557,0.00568064415362848,0.00271333675428033,0.00185174752179105,0.0146939911522922,2,27
2018,137,Washoe pine,Pinus washoensis,0.00150163801332959,0.59392325270656,Expand,0.0003140035278358,0.00771899879680026,0.252833679517765,0.267985628157485,0.00119634304707271,0.00955853417583115,6.30065089502668e-07,0.000380748594323016,0.0201511035599346,0.0224948489472275,8.11284414172343e-11,4.92944632333271e-08,2,27
2018,140,Mexican pinyon pine,Pinus cembroides,-0.00133201878531365,-1.40172515719567,Decline,0.000168264130106726,0.163252538636488,0.0950271013169605,0.0826067563596244,-0.0217686181913782,-0.0124422784260805,1.33089255389272e-06,1.25279436958987,0.000278536671555024,0.000245986174673705,0.000136527435126799,0.000117485772794881,39,183
2018,142,Great Basin bristlecone pine,Pinus longaeva,0.00161294582648346,1.1493678476657,Expand,0.000161539720193779,0.104639582909498,0.140333299714209,0.156297161804237,-0.0142705583732677,0.0132819310838044,2.52412657223745e-06,1.05911830959432,0.00217755215927019,0.00302114275983056,0.000182878830817414,7.34578270487333e-05,24,374
2018,143,Arizona pinyon pine,Pinus monophylla,0.00325108385354771,6.9555604184444,Expand,2.72882934292576e-05,0.079295543981846,0.0467407894973732,0.0791609605633186,0.0466849099514132,0.0740405393119637,2.35828733101859e-07,1.99132217863563,2.31040775567937e-05,3.4439377980734e-05,0.000228431319108125,0.000200119481085039,185,1219
2018,201,bigcone Douglas-fir,Pseudotsuga macrocarpa,-0.00245176759011961,-5.64728110469429,Decline,0.000442501524196219,0.672700479745718,0.0434150088275503,0.0202633703926814,-0.0425137070932506,-0.0679856032587688,4.36164805275542e-06,10.0800932961968,0.000317969986756746,0.00012270029229844,0.000617185585375171,0.000582949437838181,9,88
2018,202,Douglas-fir,Pseudotsuga menziesii,0.00197439417016728,0.952157861693731,Expand,1.77542110710264e-06,0.000899152132610933,0.207359960947564,0.227510437106544,-0.000219707229210681,0.0121709859971884,9.53940251493306e-09,0.00244672282929975,4.86455825036802e-06,5.18652298443313e-06,9.05569139520569e-07,5.09369318577418e-07,11050,11628
2018,211,redwood,Sequoia sempervirens,0.00970216360278756,2.37803133733861,Expand,9.48247181096986e-05,0.0265068545519656,0.407991410813189,0.502344580180856,0.00129320911070624,0.017836555059106,4.34375394855696e-07,0.0339420826101764,0.000388651739082076,0.00046316605949242,5.40965910989949e-06,4.98683482345332e-06,177,188
2018,212,giant sequoia,Sequoiadendron giganteum,0.000817180457917629,1.62563991206542,Expand,0.000364214867642526,0.815251203283362,0.0502682329495329,0.058513429331584,-0.0494148441004429,0.00523034721830176,1.43512186108205e-06,7.19045440335934,0.00205252204071378,0.00229745193881148,0.000112621489856644,1.1813205840011e-05,3,44
2018,231,Pacific yew,Taxus brevifolia,0.000428030130640148,1.34995662543339,Expand,7.05876000735705e-06,0.0231033405168437,0.0317069543254942,0.0358304188312972,0.0102274690529386,0.00842747646225848,2.01638454863923e-08,0.216006135046417,1.24224050419873e-05,1.48012987302979e-05,3.47236758592379e-05,1.17433209657815e-05,324,1557
2018,242,western redcedar,Thuja plicata,0.00207664517237109,1.55737186939867,Expand,6.64206745870038e-06,0.00538628823764856,0.133342922982995,0.154099733639507,0.00877942653277625,0.0122250646525599,2.25391475999102e-08,0.0148221124499998,2.95617873684832e-05,3.38190705111389e-05,5.99885292555743e-06,4.9431239648078e-06,1707,1965
2018,251,California torreya (nutmeg),Torreya californica,0.000541768206334611,1.70061124047187,Expand,6.7601315991268e-05,0.231768418902731,0.0318572636380016,0.037237113877678,-0.00180073127860265,0.0130251995662137,3.56386751496673e-07,4.18909072619772,9.87844291799382e-05,0.000110343769675282,0.000240717298614538,7.67758399478316e-05,20,302
2018,263,western hemlock,Tsuga heterophylla,0.00312788021534439,1.67549853535854,Expand,8.37659793104886e-06,0.00477569631238929,0.186683554138414,0.217879624132104,0.0205908353354454,0.00829405463991383,2.49434121957603e-08,0.00810763011958294,1.67648921252287e-05,2.00729721876055e-05,1.14455481992324e-05,1.02863306680477e-05,2809,1368
2018,264,mountain hemlock,Tsuga mertensiana,0.000841303640118158,0.365074761318329,Expand,1.73316341287584e-05,0.00748008582264028,0.230446946559688,0.238952520057342,0.00532814784737873,-0.000446583236901341,9.12996118420734e-08,0.017006034965969,0.000118085048129052,0.000134465559958186,7.21848085697523e-06,5.05264106397256e-06,897,1170
2018,299,Unknown dead conifer,Tree evergreen,0,,Stable,0,,0,0,,,0,,0,0,,,0,332
